300.000000,108.000000,143.000000,1500.200000
150.000000,97.000000,129.000000,1115.000000
60.000000,109.000000,153.000000,387.600000
90.000000,100.000000,127.000000,700.000000
150.000000,97.000000,127.000000,953.200000
45.000000,114.000000,146.000000,304.000000
90.000000,98.000000,125.000000,563.200000
45.000000,105.000000,134.000000,251.000000
45.000000,110.000000,141.000000,300.000000
120.000000,100.000000,130.000000,500.400000
270.000000,100.000000,131.000000,1729.000000
30.000000,159.000000,182.000000,319.200000
45.000000,149.000000,169.000000,344.000000
30.000000,103.000000,139.000000,151.100000
120.000000,100.000000,130.000000,500.000000
45.000000,100.000000,120.000000,225.300000
30.000000,151.000000,170.000000,300.000000
45.000000,102.000000,136.000000,234.000000
120.000000,100.000000,157.000000,1000.100000
45.000000,129.000000,103.000000,242.000000
20.000000,83.000000,107.000000,50.300000
180.000000,101.000000,127.000000,600.100000
45.000000,107.000000,137.000000,109.000000
30.000000,90.000000,107.000000,105.300000
15.000000,80.000000,100.000000,50.500000
20.000000,150.000000,171.000000,127.400000
20.000000,151.000000,168.000000,229.400000
30.000000,95.000000,128.000000,128.200000
25.000000,152.000000,168.000000,244.200000
30.000000,109.000000,131.000000,188.200000
90.000000,93.000000,124.000000,604.100000
20.000000,95.000000,112.000000,77.700000
90.000000,90.000000,110.000000,500.000000
90.000000,90.000000,100.000000,500.000000
90.000000,90.000000,100.000000,500.400000
30.000000,92.000000,108.000000,92.700000
30.000000,93.000000,128.000000,124.000000
180.000000,90.000000,120.000000,800.300000
30.000000,90.000000,120.000000,86.200000
90.000000,90.000000,120.000000,500.300000
210.000000,137.000000,184.000000,1860.400000
60.000000,102.000000,124.000000,325.200000
45.000000,107.000000,124.000000,275.000000
15.000000,124.000000,139.000000,124.200000
45.000000,100.000000,120.000000,225.300000
60.000000,108.000000,131.000000,367.600000
60.000000,108.000000,151.000000,351.700000
60.000000,116.000000,141.000000,443.000000
60.000000,97.000000,122.000000,277.400000
60.000000,105.000000,125.000000,120.000000
60.000000,103.000000,124.000000,332.700000
30.000000,112.000000,137.000000,193.900000
45.000000,100.000000,120.000000,100.700000
60.000000,119.000000,169.000000,336.700000
60.000000,107.000000,127.000000,344.900000
60.000000,111.000000,151.000000,368.500000
60.000000,98.000000,122.000000,271.000000
60.000000,97.000000,124.000000,275.300000
60.000000,109.000000,127.000000,382.000000
90.000000,99.000000,125.000000,nan
60.000000,114.000000,151.000000,384.000000
60.000000,104.000000,134.000000,342.500000
60.000000,107.000000,138.000000,357.500000
60.000000,103.000000,133.000000,335.000000
60.000000,106.000000,132.000000,327.500000
60.000000,103.000000,136.000000,339.000000
20.000000,136.000000,156.000000,189.000000
45.000000,117.000000,143.000000,317.700000
45.000000,115.000000,137.000000,318.000000
45.000000,113.000000,138.000000,308.000000
20.000000,141.000000,162.000000,222.400000
60.000000,108.000000,135.000000,390.000000
60.000000,97.000000,127.000000,72.000000
45.000000,100.000000,120.000000,nan
45.000000,122.000000,149.000000,335.400000
60.000000,136.000000,170.000000,470.200000
45.000000,106.000000,126.000000,270.800000
60.000000,107.000000,136.000000,400.000000
60.000000,112.000000,146.000000,361.900000
30.000000,103.000000,127.000000,185.000000
60.000000,110.000000,150.000000,409.400000
60.000000,106.000000,134.000000,343.000000
60.000000,109.000000,129.000000,353.200000
60.000000,109.000000,138.000000,374.000000
30.000000,150.000000,167.000000,275.800000
60.000000,105.000000,128.000000,328.000000
60.000000,111.000000,151.000000,368.500000
60.000000,97.000000,131.000000,nan
60.000000,100.000000,120.000000,270.400000
60.000000,114.000000,150.000000,382.800000
30.000000,80.000000,120.000000,240.900000
30.000000,85.000000,120.000000,250.400000
45.000000,90.000000,130.000000,260.400000
45.000000,95.000000,130.000000,270.000000
45.000000,100.000000,140.000000,280.900000
60.000000,105.000000,140.000000,290.800000
60.000000,110.000000,145.000000,300.000000
60.000000,115.000000,145.000000,310.200000
75.000000,120.000000,150.000000,320.400000
75.000000,125.000000,150.000000,330.400000
